gene,expression,patient,sample,oncoGene
G17,9.215851672553292,healthy,S56,FALSE
G19,9.8703251772781,healthy,S56,TRUE
G57,10.788370133632306,healthy,S56,FALSE
G60,8.073168900056471,healthy,S56,FALSE
G26,8.545357015823186,healthy,S56,FALSE
G27,6.731371469846217,healthy,S56,FALSE
G91,9.470663290506641,healthy,S56,FALSE
G3,9.908647208936033,healthy,S56,FALSE
G75,9.872227926296402,healthy,S56,FALSE
G45,8.828890717544898,healthy,S56,FALSE
G104,6.664123261853797,healthy,S56,FALSE
G10,7.872443287443963,healthy,S56,FALSE
G83,6.61757441172945,healthy,S56,FALSE
G74,8.443985257482018,healthy,S56,FALSE
G53,9.591377451217033,healthy,S56,FALSE
G100,8.605142455463042,healthy,S56,FALSE
G54,8.401766365389083,healthy,S56,FALSE
G99,7.365479580003166,healthy,S56,FALSE
G55,9.123456372952269,healthy,S56,FALSE
G59,9.890587468491857,healthy,S56,FALSE
G86,7.31135591676411,healthy,S56,FALSE
G1,8.884904163259554,healthy,S56,FALSE
G52,10.458890904924798,healthy,S56,FALSE
G12,8.624910663037817,healthy,S56,FALSE
G105,8.624096043078112,healthy,S56,FALSE
G73,7.3995213513659195,healthy,S56,FALSE
G29,8.95691628427476,healthy,S56,FALSE
G76,7.989297209129931,healthy,S56,FALSE
G85,7.161719733950833,healthy,S56,FALSE
G21,7.706781251489367,healthy,S56,FALSE
G23,8.54912023879477,healthy,S56,TRUE
G13,7.590175120069882,healthy,S56,FALSE
G4,5.945074250138598,healthy,S56,FALSE
G90,8.688172125915171,healthy,S56,TRUE
G82,9.287152515155753,healthy,S56,FALSE
G30,8.797941959678138,unknown,S67,TRUE
G40,8.153671130950052,unknown,S67,FALSE
G71,7.78734310806074,unknown,S67,TRUE
G28,7.804283620706053,unknown,S67,FALSE
G108,7.314020067407661,unknown,S67,FALSE
G97,8.407151458285448,unknown,S67,FALSE
G5,7.20225611520189,unknown,S67,FALSE
G66,6.7705016210757245,unknown,S67,FALSE
G88,8.26968019228349,unknown,S67,FALSE
G6,8.304892953985595,unknown,S67,FALSE
G107,7.194930319567724,unknown,S67,FALSE
G61,7.059893411313747,unknown,S67,FALSE
G80,7.2501084034635195,unknown,S67,FALSE
G14,8.360524395882644,unknown,S67,FALSE
G63,8.332789943837652,unknown,S67,FALSE
G43,8.85087826090839,unknown,S67,TRUE
G41,6.833532695370679,unknown,S67,FALSE
G72,9.121108097277306,unknown,S67,FALSE
G39,8.59083601893202,unknown,S67,FALSE
G37,9.019284749529945,unknown,S67,FALSE
G93,11.09814399351918,unknown,S67,FALSE
G33,7.097188113085843,unknown,S67,FALSE
G18,7.91246302229837,unknown,S67,FALSE
G114,6.690249034389257,unknown,S67,FALSE
G103,6.176316891967867,unknown,S67,FALSE
G48,8.592602574994332,unknown,S67,FALSE
G110,8.130132404382211,unknown,S67,TRUE
G38,8.01578698265174,unknown,S67,FALSE
G68,7.218361806921525,unknown,S67,TRUE
G11,7.41259242640891,unknown,S67,FALSE
G84,10.01571173788203,unknown,S67,FALSE
G106,7.137158757097465,unknown,S67,FALSE
G78,8.821196007302188,unknown,S67,FALSE
G16,8.940583052365067,unknown,S67,TRUE
G102,6.9256345998642175,unknown,S67,FALSE
G65,8.866215145587505,unknown,S67,FALSE
G46,9.46488587341424,unknown,S67,FALSE
G94,8.563823237358523,unknown,S67,FALSE
G69,8.11211054372567,unknown,S67,FALSE
G116,8.061333264112033,unknown,S67,FALSE
G67,7.166231818612198,unknown,S67,FALSE
G87,6.595832632009307,unknown,S67,FALSE
G89,7.97408879108097,unknown,S67,FALSE
G42,7.600548812815733,unknown,S67,FALSE
G49,8.759944690789123,unknown,S67,FALSE
G34,6.764096058380125,unknown,S67,FALSE
G50,6.8246715011787185,unknown,S67,FALSE
G8,7.650384909688703,unknown,S67,FALSE
G79,6.899745025114978,unknown,S67,TRUE
G112,6.119051446220895,unknown,S67,TRUE
G109,7.4843952456604494,unknown,S67,TRUE
G92,9.172553948442484,unknown,S67,FALSE
G58,7.928762767061492,unknown,S67,FALSE
G7,8.915602781727834,unknown,S67,TRUE
G101,7.11903933834854,unknown,S67,FALSE
G77,8.065425891646072,unknown,S67,FALSE
G31,9.14271298386354,unknown,S67,FALSE
G9,8.526399326777735,unknown,S67,FALSE
G64,7.57236374633874,unknown,S67,FALSE
G35,7.093395231790786,unknown,S67,FALSE
G98,8.477587632212368,unknown,S67,FALSE
G113,10.128338597083191,unknown,S67,FALSE
G22,7.512465974418646,unknown,S67,FALSE
G25,7.300277335225077,unknown,S67,FALSE
G2,8.869325554658284,unknown,S67,FALSE
G32,6.537547809734435,unknown,S67,FALSE
G81,7.255033145176534,unknown,S67,FALSE
G15,6.859082344093693,unknown,S67,FALSE
G51,7.214625570441985,unknown,S67,FALSE
G44,8.721517293457408,unknown,S67,FALSE
G20,8.185534000077778,unknown,S67,FALSE
G95,7.881267210051744,unknown,S67,FALSE
G111,8.670617631073329,unknown,S67,TRUE
G62,8.994846199413224,unknown,S67,FALSE
G70,8.392517028511836,unknown,S67,FALSE
G24,7.351753333262392,unknown,S67,FALSE
G96,8.050554897134095,unknown,S67,FALSE
G56,7.841826627787997,unknown,S67,FALSE
G115,7.835890257434076,unknown,S67,FALSE
G36,8.499585970817524,unknown,S67,FALSE
G47,8.230856486585939,unknown,S67,FALSE
G17,10.392662320375313,unknown,S67,FALSE
G19,7.896494290591983,unknown,S67,TRUE
G57,8.88410768016563,unknown,S67,FALSE
G60,8.23965641194172,unknown,S67,FALSE
G26,8.046179118662943,unknown,S67,FALSE
G27,6.569762368590162,unknown,S67,FALSE
G91,8.648698974125347,unknown,S67,FALSE
G3,7.968022155131116,unknown,S67,FALSE
G75,8.695304326118217,unknown,S67,FALSE
G45,8.035830214142388,unknown,S67,FALSE
G104,5.595876816150038,unknown,S67,FALSE
G10,7.536440335565696,unknown,S67,FALSE
G83,6.36454399913754,unknown,S67,FALSE
G74,9.224161250081607,unknown,S67,FALSE
G53,6.9416681229239305,unknown,S67,FALSE
G100,6.95335678455023,unknown,S67,FALSE
G54,6.097669886826548,unknown,S67,FALSE
G99,7.904521600637295,unknown,S67,FALSE
G55,7.486746497384699,unknown,S67,FALSE
G59,6.3400245038928915,unknown,S67,FALSE
G86,8.944974067288822,unknown,S67,FALSE
G1,6.739935942299497,unknown,S67,FALSE
G52,8.157317092001763,unknown,S67,FALSE
G12,8.454111604235548,unknown,S67,FALSE
G105,8.565950081134943,unknown,S67,FALSE
G73,6.796564095423866,unknown,S67,FALSE
G29,7.2301558974245665,unknown,S67,FALSE
G76,9.371445408727741,unknown,S67,FALSE
G85,8.73895767196384,unknown,S67,FALSE
G21,7.924945218918328,unknown,S67,FALSE
G23,8.721943465143617,unknown,S67,TRUE
G13,10.33670457883636,unknown,S67,FALSE
G4,7.923950566715848,unknown,S67,FALSE
G90,8.441380333875683,unknown,S67,TRUE
G82,10.610058405092133,unknown,S67,FALSE
G30,8.336288300503178,healthy,S16,TRUE
G40,9.948709530256089,healthy,S16,FALSE
G71,8.872724925819334,healthy,S16,TRUE
G28,9.515292451018894,healthy,S16,FALSE
G108,7.998468032276049,healthy,S16,FALSE
G97,10.824445037212097,healthy,S16,FALSE
G5,8.040809103588876,healthy,S16,FALSE
G66,7.821513828508052,healthy,S16,FALSE
G88,8.538913837068787,healthy,S16,FALSE
G6,8.994314809417872,healthy,S16,FALSE
G107,7.777194015340068,healthy,S16,FALSE
G61,8.449658114922372,healthy,S16,FALSE
G80,8.994460508041684,healthy,S16,FALSE
G14,9.021813312916704,healthy,S16,FALSE
G63,9.032529617014504,healthy,S16,FALSE
G43,8.477683850651694,healthy,S16,TRUE
G41,8.40968827929895,healthy,S16,FALSE
G72,7.073400493913138,healthy,S16,FALSE
G39,8.71984624866309,healthy,S16,FALSE
G37,8.714177739603706,healthy,S16,FALSE
G93,8.607513254201551,healthy,S16,FALSE
G33,6.873122612131215,healthy,S16,FALSE
G18,7.054551334792997,healthy,S16,FALSE
G114,7.093782277575731,healthy,S16,FALSE
G103,7.560698719684449,healthy,S16,FALSE
G48,7.616284174552064,healthy,S16,FALSE
G110,8.504213800927763,healthy,S16,TRUE
G38,7.685095406948012,healthy,S16,FALSE
G68,7.9406395772489224,healthy,S16,TRUE
G11,7.483367080430356,healthy,S16,FALSE
G84,7.621140922122724,healthy,S16,FALSE
G106,9.171913930536657,healthy,S16,FALSE
G78,7.312172227712081,healthy,S16,FALSE
G16,7.486832650507457,healthy,S16,TRUE
G102,8.210945968536045,healthy,S16,FALSE
G65,6.569955984827894,healthy,S16,FALSE
G46,6.510329126919599,healthy,S16,FALSE
G94,9.00208028670692,healthy,S16,FALSE
G69,7.555580796828983,healthy,S16,FALSE
G116,8.377520388970867,healthy,S16,FALSE
G67,8.102183006840498,healthy,S16,FALSE
G87,8.034255123038403,healthy,S16,FALSE
G89,7.7121056535770975,healthy,S16,FALSE
G42,7.226352745337964,healthy,S16,FALSE
G49,6.595273041519036,healthy,S16,FALSE
G34,6.845803373914698,healthy,S16,FALSE
G50,4.592600701374154,healthy,S16,FALSE
G8,9.09005489393335,healthy,S16,FALSE
G79,6.596524827335498,healthy,S16,TRUE
G112,9.590709644188703,healthy,S16,TRUE
G109,8.913925371710212,healthy,S16,TRUE
G92,9.055337749169018,healthy,S16,FALSE
G58,6.867200222348215,healthy,S16,FALSE
G7,7.989909637111273,healthy,S16,TRUE
G101,8.289826872548755,healthy,S16,FALSE
G77,9.102038840486465,healthy,S16,FALSE
G31,8.90826137202614,healthy,S16,FALSE
G9,7.589623723247587,healthy,S16,FALSE
G64,7.283322301148157,healthy,S16,FALSE
G35,8.037461377900337,healthy,S16,FALSE
G98,7.970019970146892,healthy,S16,FALSE
G113,6.084375909815487,healthy,S16,FALSE
G22,7.79841677398149,healthy,S16,FALSE
G25,8.792099684378092,healthy,S16,FALSE
G2,7.716488388180215,healthy,S16,FALSE
G32,8.562446761179523,healthy,S16,FALSE
G81,5.77317882573371,healthy,S16,FALSE
G15,5.594118464640591,healthy,S16,FALSE
G51,10.226986483846684,healthy,S16,FALSE
G44,7.304186117133998,healthy,S16,FALSE
G20,9.133409538159675,healthy,S16,FALSE
G95,8.842468353779855,healthy,S16,FALSE
G111,7.604879232579808,healthy,S16,TRUE
G62,7.362249142458683,healthy,S16,FALSE
G70,5.851013548843735,healthy,S16,FALSE
G24,6.488914138547012,healthy,S16,FALSE
G96,7.832503444540565,healthy,S16,FALSE
G56,9.78210119027296,healthy,S16,FALSE
G115,7.172924815943946,healthy,S16,FALSE
G36,8.471918052597738,healthy,S16,FALSE
G47,9.657977372494017,healthy,S16,FALSE
G17,7.693687152898997,healthy,S16,FALSE
G19,7.9769242526797415,healthy,S16,TRUE
G57,7.647206724325485,healthy,S16,FALSE
G60,9.631422250103277,healthy,S16,FALSE
G26,7.743244915244573,healthy,S16,FALSE
G27,9.263580527196517,healthy,S16,FALSE
G91,5.7715593872818545,healthy,S16,FALSE
G3,8.413544776777194,healthy,S16,FALSE
G75,8.72725027666457,healthy,S16,FALSE
G45,7.88442582500212,healthy,S16,FALSE
G104,7.204385700005618,healthy,S16,FALSE
G10,8.453187181348943,healthy,S16,FALSE
G83,7.890708615451241,healthy,S16,FALSE
G74,6.935135519307556,healthy,S16,FALSE
G53,9.222021572902253,healthy,S16,FALSE
G100,10.197811866391042,healthy,S16,FALSE
G54,6.367147177604286,healthy,S16,FALSE
G99,9.342348957809852,healthy,S16,FALSE
G55,7.938072162733791,healthy,S16,FALSE
G59,8.482641400714554,healthy,S16,FALSE
G86,10.544760093352401,healthy,S16,FALSE
G1,7.424520329850705,healthy,S16,FALSE
G52,7.005970778044737,healthy,S16,FALSE
G12,6.241393725137205,healthy,S16,FALSE
G105,8.142295463422418,healthy,S16,FALSE
G73,6.279328322619736,healthy,S16,FALSE
G29,8.335997422707466,healthy,S16,FALSE
G76,5.801737794464277,healthy,S16,FALSE
G85,6.050253408900968,healthy,S16,FALSE
G21,7.92377183601857,healthy,S16,FALSE
G23,8.382119858465748,healthy,S16,TRUE
G13,8.545642741705013,healthy,S16,FALSE
G4,8.91192032314851,healthy,S16,FALSE
G90,7.7272582636510405,healthy,S16,TRUE
G82,8.800232339583976,healthy,S16,FALSE
G30,6.658688607515254,healthy,S11,TRUE
G40,8.282998577121985,healthy,S11,FALSE
G71,8.648897820176629,healthy,S11,TRUE
G28,8.768760972823404,healthy,S11,FALSE
G108,8.070938128413824,healthy,S11,FALSE
G97,7.790835715618872,healthy,S11,FALSE
G5,9.330944228642668,healthy,S11,FALSE
G66,8.050391305307206,healthy,S11,FALSE
G88,8.516622414434835,healthy,S11,FALSE
G6,6.755249656422241,healthy,S11,FALSE
G107,8.077924818705268,healthy,S11,FALSE
G61,8.698092670511283,healthy,S11,FALSE
G80,7.175731590303773,healthy,S11,FALSE
G14,8.680512666838812,healthy,S11,FALSE
G63,8.753108847463565,healthy,S11,FALSE
G43,8.37285751529633,healthy,S11,TRUE
G41,7.717582314465069,healthy,S11,FALSE
G72,7.5230184067941375,healthy,S11,FALSE
G39,6.3591798760553075,healthy,S11,FALSE
G37,9.239780988859195,healthy,S11,FALSE
G93,6.692610043111751,healthy,S11,FALSE
G33,8.7208749291831,healthy,S11,FALSE
G18,8.561798790291169,healthy,S11,FALSE
G114,9.049531855787038,healthy,S11,FALSE
G103,9.050978872872143,healthy,S11,FALSE
G48,10.53689195961073,healthy,S11,FALSE
G110,7.1805511714687125,healthy,S11,TRUE
G38,8.967849835889337,healthy,S11,FALSE
G68,7.215942008096373,healthy,S11,TRUE
G11,8.612303701414884,healthy,S11,FALSE
G84,7.515145290171845,healthy,S11,FALSE
G106,8.179467039528893,healthy,S11,FALSE
G78,10.050340050310325,healthy,S11,FALSE
G16,6.446360181680507,healthy,S11,TRUE
G102,6.254313938325969,healthy,S11,FALSE
G65,6.600204175524787,healthy,S11,FALSE
G46,6.086677583693439,healthy,S11,FALSE
G94,7.599362140687882,healthy,S11,FALSE
G69,8.276189806427988,healthy,S11,FALSE
G116,7.575090295780641,healthy,S11,FALSE
G67,7.132172196966158,healthy,S11,FALSE
G87,7.312721071201581,healthy,S11,FALSE
G89,8.182170003018467,healthy,S11,FALSE
G42,8.399399358377789,healthy,S11,FALSE
G49,9.038755117276814,healthy,S11,FALSE
G34,8.022084966758213,healthy,S11,FALSE
G50,6.464998792608615,healthy,S11,FALSE
G8,5.416351056888889,healthy,S11,FALSE
G79,7.467558664205629,healthy,S11,TRUE
G112,7.252016008864965,healthy,S11,TRUE
G109,7.2098721938864365,healthy,S11,TRUE
G92,7.689964051033249,healthy,S11,FALSE
G58,6.801371057984876,healthy,S11,FALSE
G7,8.7411645705286,healthy,S11,TRUE
G101,7.516651136339532,healthy,S11,FALSE
G77,7.82164708958593,healthy,S11,FALSE
G31,6.518048999746176,healthy,S11,FALSE
G9,6.941953839908814,healthy,S11,FALSE
G64,9.76014581256912,healthy,S11,FALSE
G35,7.482700595852714,healthy,S11,FALSE
G98,6.947796690785218,healthy,S11,FALSE
G113,9.453202768865397,healthy,S11,FALSE
G22,9.617552455853458,healthy,S11,FALSE
G25,7.173123393682857,healthy,S11,FALSE
G2,6.394928032006312,healthy,S11,FALSE
G32,8.75592269520426,healthy,S11,FALSE
G81,6.378604868040503,healthy,S11,FALSE
G15,7.432036430988446,healthy,S11,FALSE
G51,8.206432832114713,healthy,S11,FALSE
G44,7.989829039107757,healthy,S11,FALSE
G20,10.209041374168514,healthy,S11,FALSE
G95,7.765857665512595,healthy,S11,FALSE
G111,8.052563561821792,healthy,S11,TRUE
G62,7.06522731887504,healthy,S11,FALSE
G70,8.798139449248596,healthy,S11,FALSE
G24,7.330428482044303,healthy,S11,FALSE
G96,8.422512714350116,healthy,S11,FALSE
G56,6.799992900625515,healthy,S11,FALSE
G115,5.5424976721134165,healthy,S11,FALSE
G36,7.309318288561524,healthy,S11,FALSE
G47,6.531293515040322,healthy,S11,FALSE
G17,7.352215405372412,healthy,S11,FALSE
G19,7.4243852057208715,healthy,S11,TRUE
G57,7.647364809374597,healthy,S11,FALSE
G60,8.008141184741955,healthy,S11,FALSE
G26,6.878004765911568,healthy,S11,FALSE
G27,7.843858920093103,healthy,S11,FALSE
G91,7.870526958769753,healthy,S11,FALSE
G3,7.791350366436239,healthy,S11,FALSE
G75,8.987580021466666,healthy,S11,FALSE
G45,7.422316705666612,healthy,S11,FALSE
G104,10.430509256755915,healthy,S11,FALSE
G10,7.429235855387812,healthy,S11,FALSE
G83,7.428655798013682,healthy,S11,FALSE
G74,8.00233238122277,healthy,S11,FALSE
G53,9.368114725846691,healthy,S11,FALSE
G100,7.091068149162609,healthy,S11,FALSE
G54,6.5221212590304525,healthy,S11,FALSE
G99,8.628980556047573,healthy,S11,FALSE
G55,5.914262066275902,healthy,S11,FALSE
G59,6.829076433248904,healthy,S11,FALSE
G86,7.933704211217119,healthy,S11,FALSE
G1,8.154176590251867,healthy,S11,FALSE
G52,7.95742581332328,healthy,S11,FALSE
G12,7.435751868145385,healthy,S11,FALSE
G105,6.914517148008702,healthy,S11,FALSE
G73,7.5343644901760305,healthy,S11,FALSE
G29,9.861732382679607,healthy,S11,FALSE
G76,7.886110636765041,healthy,S11,FALSE
G85,8.749185521737747,healthy,S11,FALSE
G21,5.730360723017981,healthy,S11,FALSE
G23,8.168927227536829,healthy,S11,TRUE
G13,8.750479394375462,healthy,S11,FALSE
G4,8.518233723704652,healthy,S11,FALSE
G90,6.366542098519098,healthy,S11,TRUE
G82,7.420631606016395,healthy,S11,FALSE
G30,7.451016025232896,unknown,S71,TRUE
G40,8.873517505075574,unknown,S71,FALSE
G71,6.395925957521576,unknown,S71,TRUE
G28,6.45288294648252,unknown,S71,FALSE
G108,7.035563259206743,unknown,S71,FALSE
G97,7.3358219427108375,unknown,S71,FALSE
G5,7.200363117762832,unknown,S71,FALSE
G66,8.28008894606624,unknown,S71,FALSE
G88,9.371794253158594,unknown,S71,FALSE
G6,6.009993156951087,unknown,S71,FALSE
G107,7.142507004851106,unknown,S71,FALSE
G61,6.846177486334486,unknown,S71,FALSE
G80,8.564055615065794,unknown,S71,FALSE
G14,9.476615773305944,unknown,S71,FALSE
G63,8.710302649433164,unknown,S71,FALSE
G43,8.376655327665448,unknown,S71,TRUE
G41,5.95754847051786,unknown,S71,FALSE
G72,9.596321167041088,unknown,S71,FALSE
G39,9.136367575762195,unknown,S71,FALSE
G37,8.579925860335022,unknown,S71,FALSE
G93,7.24592805081527,unknown,S71,FALSE
G33,6.335086458489411,unknown,S71,FALSE
G18,7.386736620388016,unknown,S71,FALSE
G114,11.010167674276541,unknown,S71,FALSE
G103,8.638272605500351,unknown,S71,FALSE
G48,7.057949872132387,unknown,S71,FALSE
G110,8.403046695045703,unknown,S71,TRUE
G38,8.895297113946322,unknown,S71,FALSE
G68,7.897815535200565,unknown,S71,TRUE
G11,8.612640343159658,unknown,S71,FALSE
G84,8.234860719083137,unknown,S71,FALSE
G106,7.052957269779267,unknown,S71,FALSE
G78,6.627068734494281,unknown,S71,FALSE
G16,7.106714504086455,unknown,S71,TRUE
G102,8.550024325428513,unknown,S71,FALSE
G65,8.060064407887408,unknown,S71,FALSE
G46,7.121571454290008,unknown,S71,FALSE
G94,7.240248994846789,unknown,S71,FALSE
G69,6.767703592081133,unknown,S71,FALSE
G116,7.072051740186264,unknown,S71,FALSE
G67,7.503528513656771,unknown,S71,FALSE
G87,9.020030505411068,unknown,S71,FALSE
G89,9.07183678560446,unknown,S71,FALSE
G42,9.269401361769642,unknown,S71,FALSE
G49,6.726378389442127,unknown,S71,FALSE
G34,7.727977294491863,unknown,S71,FALSE
G50,6.996018805780983,unknown,S71,FALSE
G8,9.77091879045691,unknown,S71,FALSE
G79,6.720456852250674,unknown,S71,TRUE
G112,7.633646415607672,unknown,S71,TRUE
G109,6.38797783638921,unknown,S71,TRUE
G92,7.177724307063057,unknown,S71,FALSE
G58,7.942387433099663,unknown,S71,FALSE
G7,9.106946850053035,unknown,S71,TRUE
G101,9.007455515278727,unknown,S71,FALSE
G77,8.358744397729435,unknown,S71,FALSE
G31,8.34925849742511,unknown,S71,FALSE
G9,9.046566307638328,unknown,S71,FALSE
G64,9.074357234429876,unknown,S71,FALSE
G35,7.504990309251488,unknown,S71,FALSE
G98,9.055048480949017,unknown,S71,FALSE
G113,10.540034936022003,unknown,S71,FALSE
G22,8.45799970980548,unknown,S71,FALSE
G25,7.709083111342008,unknown,S71,FALSE
G2,8.924643224212126,unknown,S71,FALSE
G32,7.741647182496409,unknown,S71,FALSE
G81,7.907020306992142,unknown,S71,FALSE
G15,7.868252158812745,unknown,S71,FALSE
G51,8.128716192982647,unknown,S71,FALSE
G44,9.12133244184582,unknown,S71,FALSE
G20,7.929679416704102,unknown,S71,FALSE
G95,5.454475672577761,unknown,S71,FALSE
G111,9.206216879587311,unknown,S71,TRUE
G62,7.03627311732324,unknown,S71,FALSE
G70,9.534899097048706,unknown,S71,FALSE
G24,6.710927611579778,unknown,S71,FALSE
G96,7.666887251065473,unknown,S71,FALSE
G56,8.940407346804696,unknown,S71,FALSE
G115,6.875963542111432,unknown,S71,FALSE
G36,8.327399627413536,unknown,S71,FALSE
G47,8.046719352597218,unknown,S71,FALSE
G17,9.518568869788622,unknown,S71,FALSE
G19,9.037414652925706,unknown,S71,TRUE
G57,7.367514785782772,unknown,S71,FALSE
G60,8.39317414138803,unknown,S71,FALSE
G26,8.272784257926647,unknown,S71,FALSE
G27,7.285649017927439,unknown,S71,FALSE
G91,8.489140702253481,unknown,S71,FALSE
G3,5.651960791510856,unknown,S71,FALSE
G75,8.448839867033833,unknown,S71,FALSE
G45,8.399336037488808,unknown,S71,FALSE
G104,7.840681547986784,unknown,S71,FALSE
G10,7.7177841748243745,unknown,S71,FALSE
G83,7.518703531601012,unknown,S71,FALSE
G74,8.114885290755756,unknown,S71,FALSE
G53,8.518089854043643,unknown,S71,FALSE
G100,8.830127752446023,unknown,S71,FALSE
G54,7.495883492515217,unknown,S71,FALSE
G99,6.957923286261089,unknown,S71,FALSE
G55,8.623484617195016,unknown,S71,FALSE
G59,8.84017972717846,unknown,S71,FALSE
G86,9.164826686092619,unknown,S71,FALSE
G1,8.288506048024162,unknown,S71,FALSE
G52,7.574458510102062,unknown,S71,FALSE
G12,9.246197715476283,unknown,S71,FALSE
G105,6.6763469891197555,unknown,S71,FALSE
G73,8.460769596082994,unknown,S71,FALSE
G29,7.672950488655281,unknown,S71,FALSE
G76,6.531143596986608,unknown,S71,FALSE
G85,8.477906056603915,unknown,S71,FALSE
G21,5.496965513068929,unknown,S71,FALSE
G23,7.689219623137814,unknown,S71,TRUE
G13,9.126481705631429,unknown,S71,FALSE
G4,9.194858948374467,unknown,S71,FALSE
G90,8.380077542304168,unknown,S71,TRUE
G82,8.34112294404745,unknown,S71,FALSE
G30,7.395239982630122,healthy,S52,TRUE
G40,7.538621620007424,healthy,S52,FALSE
G71,7.587610262627786,healthy,S52,TRUE
G28,8.567106418117724,healthy,S52,FALSE
G108,8.248748743573953,healthy,S52,FALSE
G97,7.772503546694791,healthy,S52,FALSE
G5,10.136098251545878,healthy,S52,FALSE
G66,7.486320942179116,healthy,S52,FALSE
G88,9.529561583665778,healthy,S52,FALSE
G6,8.297080669496033,healthy,S52,FALSE
G107,8.011623189901165,healthy,S52,FALSE
G61,8.359521167297775,healthy,S52,FALSE
G80,9.168001635021511,healthy,S52,FALSE
G14,7.655900299526316,healthy,S52,FALSE
G63,5.890323506025371,healthy,S52,FALSE
G43,7.333749859292746,healthy,S52,TRUE
G41,8.493350878007814,healthy,S52,FALSE
G72,8.269416872112048,healthy,S52,FALSE
G39,8.72844195310358,healthy,S52,FALSE
G37,6.048650161089183,healthy,S52,FALSE
G93,7.142690938162164,healthy,S52,FALSE
G33,9.578851821290296,healthy,S52,FALSE
G18,8.19984881346608,healthy,S52,FALSE
G114,7.419394273867191,healthy,S52,FALSE
G103,8.64415637519157,healthy,S52,FALSE
G48,7.752517310227164,healthy,S52,FALSE
G110,9.144284822455283,healthy,S52,TRUE
G38,7.557070452001644,healthy,S52,FALSE
G68,7.527469222534697,healthy,S52,TRUE
G11,8.85936796134527,healthy,S52,FALSE
G84,8.81444758312333,healthy,S52,FALSE
G106,8.058420557115458,healthy,S52,FALSE
G78,7.900924237177249,healthy,S52,FALSE
G16,8.513261957000093,healthy,S52,TRUE
G102,7.014955296841672,healthy,S52,FALSE
G65,6.363737039839933,healthy,S52,FALSE
G46,7.306840053985732,healthy,S52,FALSE
G94,7.834333670775033,healthy,S52,FALSE
G69,6.622318941843835,healthy,S52,FALSE
G116,8.770999619503808,healthy,S52,FALSE
G67,9.940181752560845,healthy,S52,FALSE
G87,10.335285704308324,healthy,S52,FALSE
G89,8.85472260693963,healthy,S52,FALSE
G42,8.978469528640622,healthy,S52,FALSE
G49,7.690684607387469,healthy,S52,FALSE
G34,6.6551524990587465,healthy,S52,FALSE
G50,10.057477986800945,healthy,S52,FALSE
G8,7.9822280840347,healthy,S52,FALSE
G79,9.590315832746201,healthy,S52,TRUE
G112,8.5727363727587,healthy,S52,TRUE
G109,6.230134810384487,healthy,S52,TRUE
G92,8.783443939693143,healthy,S52,FALSE
G58,9.254460615222559,healthy,S52,FALSE
G7,8.227501414023468,healthy,S52,TRUE
G101,9.145623191773154,healthy,S52,FALSE
G77,6.256898822726505,healthy,S52,FALSE
G31,7.548632683662864,healthy,S52,FALSE
G9,7.368891606233974,healthy,S52,FALSE
G64,8.520670596004852,healthy,S52,FALSE
G35,8.421841961628997,healthy,S52,FALSE
G98,5.78566817598414,healthy,S52,FALSE
G113,7.213452504252915,healthy,S52,FALSE
G22,9.074127095930757,healthy,S52,FALSE
G25,8.688857402749568,healthy,S52,FALSE
G2,7.452862157273945,healthy,S52,FALSE
G32,8.08320563084523,healthy,S52,FALSE
G81,7.5606672074112,healthy,S52,FALSE
G15,8.261759332883903,healthy,S52,FALSE
G51,7.841319155696449,healthy,S52,FALSE
G44,6.687148925482173,healthy,S52,FALSE
G20,8.604097811882596,healthy,S52,FALSE
G95,6.3182507928468885,healthy,S52,FALSE
G111,7.059409353112697,healthy,S52,TRUE
G62,8.939429124285601,healthy,S52,FALSE
G70,7.830158990692373,healthy,S52,FALSE
G24,7.951929137725194,healthy,S52,FALSE
G96,8.063253786039411,healthy,S52,FALSE
G56,8.052603791777546,healthy,S52,FALSE
G115,6.4626687579836215,healthy,S52,FALSE
G36,8.924997434473672,healthy,S52,FALSE
G47,6.347867552201997,healthy,S52,FALSE
G17,7.955359946128749,healthy,S52,FALSE
G19,6.981801624809339,healthy,S52,TRUE
G57,5.9074785211186365,healthy,S52,FALSE
G60,6.405611568034626,healthy,S52,FALSE
G26,8.40431028069305,healthy,S52,FALSE
G27,6.932038068015567,healthy,S52,FALSE
G91,8.351179954547126,healthy,S52,FALSE
G3,6.758359801556008,healthy,S52,FALSE
G75,6.790637177088297,healthy,S52,FALSE
G45,6.958013056327834,healthy,S52,FALSE
G104,6.450818244211232,healthy,S52,FALSE
G10,8.94267736853947,healthy,S52,FALSE
G83,8.641889719907045,healthy,S52,FALSE
G74,8.395872961547056,healthy,S52,FALSE
G53,7.982557922860006,healthy,S52,FALSE
G100,8.750006366880065,healthy,S52,FALSE
G54,8.076966373982138,healthy,S52,FALSE
G99,9.587700088169994,healthy,S52,FALSE
G55,9.22119539141416,healthy,S52,FALSE
G59,7.286229448131447,healthy,S52,FALSE
G86,7.800413308032928,healthy,S52,FALSE
G1,5.637002774339569,healthy,S52,FALSE
G52,8.635085976560791,healthy,S52,FALSE
G12,7.568056020998348,healthy,S52,FALSE
G105,9.451056049477524,healthy,S52,FALSE
G73,8.791718601013713,healthy,S52,FALSE
